id_unico,titulo,precio,medidas,tecnica,descripcion,serie,disponibilidad,soporte,tags,seccion
64,Presencias extrañas IV,"$6,000",20.0 x 30.0 x 0.3cm,pintura al oleo,"Esta pintura pertenece a una serie de mini lienzos titulada ""presencias extrañas"" en la cual el objetivo era superar el bloqueo creativo. Para ello se me ocurrió recordar mi niñez, volver a dibujar y pintar como cuando tenía 10 años, sin pensar en darle una explicación a cada cuadro, sólo fluyendo con el óleo y las formas que acompañaron aquella etapa en mi vida. 

NOTA: Incluye la obra original que se muestra en las fotos, certificado de autenticidad y firma del autor, no incluye marco. Debido al tipo de monitor o pantalla los colores pueden ser ligeramente diferentes.",Presencias extrañas,EN VENTA,Lienzo,,galeria
65,Presencias extrañas V,"$6,000",20.0 x 30.0 x 0.3cm,pintura al oleo,"Esta pintura pertenece a una serie de mini lienzos titulada ""presencias extrañas"" en la cual el objetivo era superar el bloqueo creativo. Para ello se me ocurrió recordar mi niñez, volver a dibujar y pintar como cuando tenía 10 años, sin pensar en darle una explicación a cada cuadro, sólo fluyendo con el óleo y las formas que acompañaron aquella etapa en mi vida. 

NOTA: Incluye la obra original que se muestra en las fotos, certificado de autenticidad y firma del autor, no incluye marco. Debido al tipo de monitor o pantalla los colores pueden ser ligeramente diferentes.",Presencias extrañas,EN VENTA,Lienzo,,galeria
66,Presencias extrañas VI,"$6,000",20.0 x 30.0 x 0.3cm,pintura al oleo,"Esta pintura pertenece a una serie de mini lienzos titulada ""presencias extrañas"" en la cual el objetivo era superar el bloqueo creativo. Para ello se me ocurrió recordar mi niñez, volver a dibujar y pintar como cuando tenía 10 años, sin pensar en darle una explicación a cada cuadro, sólo fluyendo con el óleo y las formas que acompañaron aquella etapa en mi vida. 

NOTA: Incluye la obra original que se muestra en las fotos, certificado de autenticidad y firma del autor, no incluye marco. Debido al tipo de monitor o pantalla los colores pueden ser ligeramente diferentes.",Presencias extrañas,EN VENTA,Lienzo,,galeria
67,Presencias extrañas VII,"$6,000",20.0 x 30.0 x 0.3cm,pintura al oleo,"Esta pintura pertenece a una serie de mini lienzos titulada ""presencias extrañas"" en la cual el objetivo era superar el bloqueo creativo. Para ello se me ocurrió recordar mi niñez, volver a dibujar y pintar como cuando tenía 10 años, sin pensar en darle una explicación a cada cuadro, sólo fluyendo con el óleo y las formas que acompañaron aquella etapa en mi vida. 

NOTA: Incluye la obra original que se muestra en las fotos, certificado de autenticidad y firma del autor, no incluye marco. Debido al tipo de monitor o pantalla los colores pueden ser ligeramente diferentes.",Presencias extrañas,EN VENTA,Lienzo,,galeria
68,Presencias extrañas VIII,"$6,000",20.0 x 30.0 x 0.3cm,pintura al oleo,"Esta pintura pertenece a una serie de mini lienzos titulada ""presencias extrañas"" en la cual el objetivo era superar el bloqueo creativo. Para ello se me ocurrió recordar mi niñez, volver a dibujar y pintar como cuando tenía 10 años, sin pensar en darle una explicación a cada cuadro, sólo fluyendo con el óleo y las formas que acompañaron aquella etapa en mi vida. 

NOTA: Incluye la obra original que se muestra en las fotos, certificado de autenticidad y firma del autor, no incluye marco. Debido al tipo de monitor o pantalla los colores pueden ser ligeramente diferentes.",Presencias extrañas,EN VENTA,Lienzo,,galeria
69,Mente concreto,"$15,000",80.0 x 60.0 x 1.5cm,pintura al oleo,"Mi arte se compone de formas extrañas y elementos que parecieran estar en un entorno de caos y al mismo tiempo en armonía. Este es un cuadro que representa una mente en constante bloqueo, una en la que las ideas no fluyen en sintonía, pero que permanecen en el espacio y tiempo.  

NOTA: Incluye la obra original que se muestra en las fotos, certificado de autenticidad y firma del autor, no incluye marco. Debido al tipo de monitor o pantalla los colores pueden ser ligeramente diferentes.",SIN SERIE ,EN VENTA,Lienzo,,galeria
70,Reencuentro,"$15,000",50 x 40 x 1.5 cm,pintura al oleo,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Realizada en 2024, es una obra 100% original del artista. Óleo sobre lienzo (sin marco).",EFIMERA LIBERTAD,EN VENTA,Lienzo,,galeria
71,Efímera libertad,"$15,000",60 x 40cm,pintura al oleo,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno. Pintada sobre panel de mdf de 3mm, (no incluye marco).
Obra 100% original del artista.",EFIMERA LIBERTAD,EN VENTA,MDF,,galeria
72,Payaso,"$25,000",72.0 x 56.0 x 0.2 cm,pintura al oleo,"Esta pieza forma parte de una colección de 10 pinturas al óleo en las que el autor pretende representar diferentes fobias. Obra 100% original del artista. Pintura al óleo sobre MDF de 3mm, (no incluye marco).",FOBIA,VENDIDO,MDF,,galeria
75,Fobia 06,"$25,000",72.0 x 56.0 x 0.2 cm,pintura al oleo,"Esta pieza forma parte de una colección de 10 pinturas al óleo en las que el autor pretende representar diferentes fobias. Obra 100% original del artista. Pintura al óleo sobre MDF de 3mm, (no incluye marco).",FOBIA,VENDIDO,MDF,,galeria
76,En mi camino,"$10,000",72.0 x 56.0 x 0.2 cm,acuarela,"El contraste entre la inocencia y la violencia. Obra 100% original del artista, no incluye marco. ",SIN SERIE,EN VENTA,papel,,galeria
79,Efímera libertad a la eternidad 01,"$5,000",54 x 44 cm,acuarela,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Obra 100% original del artista. Acuarela sobre papel fabriano, (no incluye marco).",EFIMERA LIBERTAD,EN VENTA,papel,,galeria
82,Entre Hadas y amapolas 01,"$7,000",5.0 x 72.0 x 0.1cm,acuarela,"La primera pintura de la serie ""Entre Hadas y Amapolas"", donde una misma criatura feérica, marcada por la presencia de un tercer ojo, atraviesa distintas fases de transformación. En esta obra, la figura del hada aparece con piel blanca y tonos suaves rosados. En su mano derecha sostiene un par de plantas de amapola, símbolo de sueño, olvido y veneno. Su mano izquierda señala un ojo flotante suspendido frente a ella, como si intentara revelarlo o invocarlo.

Esta pieza representa el inicio de su transformación, cuando aún conserva su delicadeza, pero comienza a manifestarse lo oculto.

Acuarela sobre papel Arches 100% algodón (no incluye marco).",ENTRE HADAS Y AMAPOLAS,EN VENTA,papel,,galeria
85,Entre Hadas y Amapolas 02,"$7,000",5.0 x 72.0 x 0.1cm,acuarela,"La segunda pintura de la serie ""Entre Hadas y Amapolas"", donde una misma criatura feérica, marcada por la presencia de un tercer ojo, atraviesa distintas fases de transformación. En esta obra, la figura del hada aparece con piel blanca y tonos suaves rosados. En su mano derecha sostiene un par de plantas de amapola, símbolo de sueño, olvido y veneno. Su mano izquierda señala un ojo flotante suspendido frente a ella, como si intentara revelarlo o invocarlo.

Esta pieza representa el inicio de su transformación, cuando aún conserva su delicadeza, pero comienza a manifestarse lo oculto.

Acuarela sobre papel Arches 100% algodón (no incluye marco).",ENTRE HADAS Y AMAPOLAS,EN VENTA,papel,,galeria
86,Esqueletos y medusas,"$10,000",44.0 x 54.0 x 0.2cm,acuarela,"Esqueletos y medusas es una pintura a la acuarela que representa el inicio de mi camino en el arte, además de ser mi primer pintura con acuarelas, esta obra dio comienzo a una nueva etapa en mi vida. 

Acuarela sobre papel Fabriano 100% algodón (no incluye marco).",EFIMERA LIBERTAD,EN VENTA,papel,,galeria
87,Violenta acuarela,"$5,000",38.0 x 52.0 x 0.2cm,acuarela,"Existe un momento en el proceso creativo en el que tus emociones son tan fuertes que parecen tomar forma y color sobre el lienzo o papel, esto fue lo que ocurrió con esta acuarela. Es una pintura experimental que surge después de una tarde de mucho estrés. 

NOTA: Incluye la obra original que se muestra en las fotos, certificado de autenticidad y firma del autor, no incluye marco. Debido al tipo de monitor o pantalla los colores pueden ser ligeramente diferentes.",VIOLENTA,EN VENTA,papel,,galeria
90,Presencias extrañas,"$3,500",19.0 x 28.0 x 0.1cm,acuarela,"Esta pintura pertenece a una serie de mini lienzos titulada ""presencias extrañas"" en la cual el objetivo era superar el bloqueo creativo. Para ello se me ocurrió recordar mi niñez, volver a dibujar y pintar como cuando tenía 10 años, sin pensar en darle una explicación a cada cuadro, sólo fluyendo con el óleo y las formas que acompañaron aquella etapa en mi vida. 

NOTA: Incluye la obra original que se muestra en las fotos, certificado de autenticidad y firma del autor, no incluye marco. Debido al tipo de monitor o pantalla los colores pueden ser ligeramente diferentes.",PRESENCIAS,EN VENTA,papel,,galeria
93,Símbolos de evasión - Tulipán,"$9,000",32  x 44 cm,acuarela,"Esta obra forma parte de la miniserie ""Símbolos de evasión"", donde un mismo cuerpo; mitad esqueleto, mitad medusa atraviesa distintos estados emocionales provocados por estímulos externos. A través de la flor y el fruto, el protagonista explora formas silenciosas de escape: primero desde la contemplación frágil, después desde la entrega total.

El cuerpo aparece abierto y vulnerable, permitiendo que lo vegetal lo atraviese y lo transforme. La escena no representa un acto explícito, sino un momento suspendido donde el deseo, fragilidad y disolución interna conviven. Cada pieza funciona como un retrato íntimo del intento humano por sentir algo distinto, aun cuando ese intento implique ceder partes de sí mismo.

Acuarela sobre papel Arches 100 % algodón (no incluye marco).

Disponible como díptico con precio preferencial.",Símbolos de evasión,EN VENTA,papel,,galeria
96,Símbolos de evasión - Opio,"$9,000",32  x 44 cm,acuarela,"Esta obra forma parte de la miniserie ""Símbolos de evasión"", donde un mismo cuerpo; mitad esqueleto, mitad medusa atraviesa distintos estados emocionales provocados por estímulos externos. A través de la flor y el fruto, el protagonista explora formas silenciosas de escape: primero desde la contemplación frágil, después desde la entrega total.

El cuerpo aparece abierto y vulnerable, permitiendo que lo vegetal lo atraviese y lo transforme. La escena no representa un acto explícito, sino un momento suspendido donde el deseo, fragilidad y disolución interna conviven. Cada pieza funciona como un retrato íntimo del intento humano por sentir algo distinto, aun cuando ese intento implique ceder partes de sí mismo.

Acuarela sobre papel Arches 100 % algodón (no incluye marco).",Símbolos de evasión,EN VENTA,papel,,galeria
114,Eterno Caos,"$9,000",50 x 35cm,acuarela,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Realizada en 2022, es una obra 100% original del artista. Acuarela sobre papel fabriano, (sin marco).",EFIMERA LIBERTAD,EN VENTA,papel,,galeria
97,Concreto,"$7,000",44 x 38 cm.,acuarela,"Un rostro de concreto, con acuarelas.",SIN SERIE,EN VENTA,papel,,galeria
100,Existencia caótica,"$6,000",36 x 49cm,acuarela,"Hay días en los que sientes que no vives en este mundo, esos en los que el peso de la soledad y desesperación te mantienen en un estado inactivo por fuera, pero con un caos en el interior. Acuarela y acrílico sobre fabriano 300g. (no incluye marco).",SIN SERIE,EN VENTA,papel,,galeria
101,Efímera libertad a la eternidad 06,"$5,000",47 x 35cm,acuarela,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Realizada en marzo del 2022, es una obra 100% original del artista. Acuarela sobre papel fabriano, (no incluye marco).",EFIMERA LIBERTAD,EN VENTA,papel,,galeria
102,Efímera libertad a la eternidad 04,"$4,500",35.0 x 25.0cm,acuarela,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Realizada en marzo del 2022, es una obra 100% original del artista. Acuarela sobre papel fabriano, (no incluye marco).",EFIMERA LIBERTAD,EN VENTA,papel,,galeria
105,Efímera libertad a la eternidad 05,"$5,000",35.0 x 25.0 x 0.2cm,acuarela,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Realizada en marzo del 2022, es una obra 100% original del artista. Acuarela sobre papel fabriano, (no incluye marco).",EFIMERA LIBERTAD,VENDIDO,papel,,galeria
106,Efímera libertad a la eternidad 03,"$4,000",28.0 x 21.5 cm,acuarela,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Realizada en marzo del 2022, es una obra 100% original del artista. Acuarela sobre papel fabriano, (no incluye marco).",EFIMERA LIBERTAD,VENDIDO,papel,,galeria
107,Efímera libertad a la eternidad 07,"$10,000",58 cm x 48 cm x 3 cm,acuarela,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Realizada en marzo del 2022, es una obra 100% original del artista. Acuarela sobre papel fabriano, (no incluye marco).",EFIMERA LIBERTAD,VENDIDO,papel,,galeria
113,Caos y color,"$4,000",28cm x 19cm x 0.2cm,acuarela,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Realizada en 2023, es una obra 100% original del artista. Acuarela sobre papel fabriano, (no incluye marco).",EFIMERA LIBERTAD,EN VENTA,papel,,galeria
112,Efímera libertad a la eternidad 08,"$5,000",50 cm x 35 cm x 0.1 cm,acuarela,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Realizada en marzo del 2022, es una obra 100% original del artista. Acuarela sobre papel fabriano, (no incluye marco).",EFIMERA LIBERTAD,EN VENTA,papel,,galeria
108,Efímera libertad a la eternidad 09,"$5,000",50 cm x 35 cm x 0.1 cm,acuarela,"Esta pieza forma parte de una sucesión de imágenes, en las que el artista interpreta el momento en el que la vida pasa a ser solo un recuerdo y este a su vez se vuelve eterno.
Realizada en marzo del 2022, es una obra 100% original del artista. Acuarela sobre papel fabriano, (no incluye marco).",EFIMERA LIBERTAD,EN VENTA,papel,,galeria
109,Fobia el principio,"$5,000",57 cm x 44 cm x 2.5 cm,dibujo,"“Sin título”

Dibujo a lapiz original del autor. ",FOBIAS,EN VENTA,papel,,galeria
111,Gato,"$3,000",38.5 x 31 x2cm,dibujo,"Una tarde de imaginación, en un sitio en donde el único sonido era el de un gato, un perro, una gallina y una cabra…Realizada en junio del 2021, es una obra 100% original del artista. Lápiz sobre papel, obra enmarcada, incluye firma del autor y certificado de autenticidad.",SIN SERIE,EN VENTA,papel,,proceso
